"Our dear President. Even in office as president, one must have the courage to say what the people think. To encourage and not to condemn the daughters of Israel, who marry Arab Muslims, is a red line for the Jewish people who have maintained their Judaism for thousands of years. The phenomenon of Arabs wanting to harm the Jewish people has found a way to humiliate us in an attempt that, unfortunately, sometimes succeeds in misleading Jewish girls. One should not be ashamed to really say what the left does not like to hear. I think we should be resolute and say in a wavy bristle that the Jewish people must guard against such phenomena.",1
"May his memory be blessed, how sad",0
Dye for silence Dye !!!,1
Successfully !!!,0
President without travel,0
"Mr. President, I hope you will consider pardoning Mr. Katsav. I am sure and believe that he did not do such things, even if a court ruled that a judge was also guilty.",0
"So glad that the right choice was made, Robbie Rivlin you are the most suitable person for the position of President of the State of the Ten Commandments.",0
"Thank you Your Honor, this is a dream of us all. Thank you for expressing it on our behalf and thank you to my lovely daughter who brought your words here.",0
Behind every successful man there is a loving and supportive woman!,0
"You are no longer my president, you encourage assimilation so you have no uniqueness as the president of the Jewish people, Shabbat Shalom",1
"well done ! Adds respect to the institution of the presidency and to the eroding honor of the State of Israel, in a clear, strong and unequivocal statement against racism. Not only Jabotinsky promoting moral truth in this, but that we also read the book of Genesis: ""this one book of the generations of mankind"" ""- leaving on Bra god man, Bdmot god Ash He him, in male and Nkbh Bram, and Ibrc Atm, Leviticus At-Smm man leaving on Habram """". """,0
Does he already have a foreign country passport ???,1
Not another week in the job and you already forgot where you came from?,1
The right man in Mac for the people of Israel is good for Jerusalem at last and the right man is good,0
"You have a smile that conquers the entire State of Israel, Your Honor.",0
President of the State of Israel Kalbavi. Straighten power !!,0
"Well spoken ! Proud of you, Robbie! President of the State of Israel!",0
Sing Alec ?? First rummage through your actions !!!! It remains to be seen how long she will remain president.,1
"Mr. President, I also wish you a happy and quietest New Year. A year in which you will not tweet any nonsense.",1
"Now that they know who the kidnappers are to go to the family homes and just put everyone but everyone in jail without giving them any privilege and announce that they will be released when our righteous sons are released because ""in Rome you will act like a Roman"" ""Let's see the scoundrels know this is the way !!!!! """,0
Ruby I would like to see an Arab marry a Jew,1
Beautiful picture-Shefu,0
A kind of boycott must be made when reporters who hate Israel go on air should broadcast to another channel and then you will see what the power of the ratings will do (in the context of Rina Matzliach's words),2
Ophir just for the fact that like you the president wrote his words,0
Shabbat Shalom Mr. Sir:),0
All this security budget and technology and there is no deterrent against the bombing terrorists do not know what? Thoughtful accountants What will the world say should act fast and strong that even the world will sometimes think that with the Jews and Israelis not to bother Bibi and Lieberman and Bennett you will start acting like brave customs and not bomb empty warehouses !!,1
100 percent right each and his choice,0
"Good luck, straight force",0
Shabbat Shalom !,0
Jerusalemite. Asli. You are our president and there is no situation that you will not be elected. We believe my sons believe in success dear man.,0
G. bless you Mr. Reuven Rubi Rivlin:),0
What happened Mr. President you turned your skin,1
Good luck to the people of Israel ... and to you,0
Bengi Rivlin Family ??,0
charming,0
Long live our new president for the honor and glory of the State of Israel,0
Why is this a confusion of mind?,1
"The Knesset chose the people's election. The residents of Dimona wish you great success, health and strength, stay sensitive and exciting, with a sense of humor and values ??of friendship and loyalty!",0
"To our new president, thank you for your moving words, now the most important thing is to calm the discourse - the abusive one that is common among us and talk about calming the harsh and abusive words that are flying everywhere",0
A man from a family who built neighborhoods outside the wall,0
Honorable President I disagree with you I wish them days of suffering that they will never have one happy day in their life and in God also they will not have children who did not know contentment in their life !!!!!! Our soldiers are fighting and being killed for the country and this garbage is marrying an Arab I definitely wish her grief and suffering all her life !!!!! ????,1
Health Honorable President. Go to the grandson of your family and all the people of Israel,0
Successfully !!,0
Only according to this post do you see how much you deserve the title of honorary president Reuven (Ruby) Rivlin ..,0
Keep your mouth dirty !!!! And honor the president and if not the president honor a person older than you. I'm sure that's not how she is raised from home.,1
"what are you saying ? Really? I signed up for an Eddie card 20 years ago, so it's good to remember just now!",1
Of blessed memory,0
So you're coming? https://www.facebook.com/events/1539984016223725/,2
Honorable President Mazal Tov up to 120 Proud and your fan For many years you will be blessed to have success in your job !!!,0
Not only does the grandson love you too with Yisrael. We wish success in the job for longevity in good health.,0
"Dumb and hypocritical president, I wish your granddaughters an Arab groom a shoe",1
"Guy, you're a stupid, stupid kid who's not educated on the knees of Judaism, probably your father is raving about energy ... or your mother is a Muslim or the mistress of a Muslim father.",2
President Rivlin loves you,0
"Mr. President, tonight you will hear a lament about the State of Israel that you will not begin to treat this minority properly. It will be destroyed. You will continue to listen to the world and not to the Jewish people. We will not be here for long enough mercy enough foolishness enough stupidity enough your dreams and fantasy about peace. We or they",1
"Congratulations Ruby! A humble, pleasant man who knows how to move and get excited, a man of the Greater Land of Israel! There is no one more worthy of you, no more suitable of you! Who will give and give you God health and success to fulfill the role! Long live the President of the State of Israel! Long live! Long live! Long live!",0
Well done to this dear president. Such a short time in office and all his statements to this day pay homage to the position.,0
Amen,0
"Successfully ! I was very happy today to hear that you are the next President of the State of Israel. God bless you and keep you. May the LORD lift up his countenance upon thee, and give thee rest. The LORD lift up his countenance upon thee, and give thee peace. And put my name upon the children of Israel, and I will bless you.",0
I am also very right-wing and think that every person's decisions should be respected .. but it is good that there is this protest and demonstration that the Jewish girls or young girls will understand the problem here .. if they save one Jewish woman it is worth everything!,1
The ideal president for a democratic Jewish Israel.,0
It hurts and depresses my heart with Gila,0
"Shabbat Shalom to you, only you are worthy and will be our president",0
Congratulations and lots of success in the President's House. Love you Ruby,0
Painful and mourning with the families for the murder of the boys who were taken at their own expense.,0
"The heart is broken, how sweet and lovely !! ú.ð.ö.á.ä",0
Well done ! But why until now did you not have ??,0
Good luck dear friend thank you for your loyalty to the country and love of country,0
The first Betar president is Tel Hai,0
Honorable President Reuven Rivlin Thank God we have a president like you.,0
Wait .. if we were assimilated as early as 2000 years ago when the Romans exiled our parts ... would not that have prevented all this rush?,1
Long live the President of the State of Israel.,0
100 percent right each and his choice,0
A sad day for the presidency and the state.,1
"So the sketch in ""Parliament"" that you participated in with Asi Cohen will be rewarded correctly:) You constantly take pictures of the grandchildren, the Honorable President:) """,0
"If I had the right to vote, I would definitely vote for you !! Successfully ! ??",0
The heart is broken at the sight of the sweet child may his memory be blessed Amen,0
I am Algerian and this is the first time I have heard anyone in occupied Palestine say the words are reasonable and do not call them racist and say to Jews who say death to Arabs tell them dissatisfaction and death to Zionists and Israeli intuitions Freedom to Palestine,1
"In all service, Jews fought against assimilation. There can be no situation in which the President of the State of Israel encourages assimilation, so it has lost the moral ground to be the President of the State of the Jews.",1
At a good time you deserve and wish you success the Honorable President-elect,0
You will already resign a clown,0
"The woman converted to Islam, so she is an Arab. Why does it have to bother someone !!!!! ????",1
Shabbat Shalom to the 10th President! The State of Israel has won !!,0
Even the President of the State of Israel refers to this wedding ??? Has the world gone crazy ??? This wedding is clearly not interesting! Every day Jewish girls fall into the trap of Arab Muslims all over the country! The coverage is unnecessary and the reference excites the matter and causes unrest! Let her do what she wants! Dumb is definitely dumb !!!,1
"Dear man, you have just entered your position and the next morning you were in Nahum Abli in the mourning family of a soldier who was killed.",0
Honorable President you are absolutely right very true !!!!,0
"Mr. President, when it comes to one of the existential dangers of the Jewish people no less than Hamas in Gaza. We must come out against it! And as President of the State of Israel, I would expect you to condemn this or at least not encourage it. After all, there was a discussion in the Knesset committee on the issue of assimilation into marriage to Muslims and how all these cases ended in the abuse of women and their children. I have no doubt that this will also be the end of this case.",1
"Shimon Yifrach I have quoted the words of Shimon Peres for you. See post. Before writing a post, it is advisable to check it carefully in the form of errors and carriers. There is nothing about Shimon Peres, the president, for example.",2
I wish you were the dear President Mr. Rivlin,0
A good week for the President of the State of Israel who comes in and knows his people and country and the feelings of the people beyond any doubt,0
Indeed exciting. I wish for all the couples,0
An amazing couple !!!,0
"Honorable President, I also have a lot of dreams, until the alarm clock destroys them for me ??",1
The Honorable President did not have to say anything about assimilation and congratulations. Because you are leaving a way to break into assimilation. That God is saved,1
Well done honest power and I wish everyone would sign an Eddie card and then many people will be able to live much longer and their son my husband who is waiting for a heart transplant and we pray they will be able to save him before it is too late,0
Shabbat Shalom Mr. President Who will give and the boys will return in peace,0
prayers,0
"Salutes the President of the State for his clear and sharp words. Supports you full support. And for those who think that human dignity and basic rights are a matter for leftists, think again. Are you right-wing or racist fascists.",0
How sad ... little angel. My heart goes out to the family,0
Robbie Rivlin You will be elected tomorrow,0
"Ruby, after your words, it is difficult for me to call you the President of the State of Israel, I loved and supported you, but your words about the Jaffa couple hurt you severely. You humiliated yourself, even if you thought it was not necessary to express harm not only to yourself but also to the presidency.",1
"Keep being a cool grandpa, you'll never forget that!",0
Amen ..,0
"A beautiful cute boy does not deserve it like that. Congratulations, Reuven, for coming to him and accompanying him on his last beautiful journey on your part (y)",0
"Monday - Good Week and Congratulations Elijah the Prophet is well remembered in honor of the Prime Minister, well His Excellency wrote this week ""Our policy is simple, get up early to kill him ..."" "". Beautiful, almost accurate quotes from the sources. The source is """" coming to kill early to kill """" from the Gemara (Blessings of Noah 1: 2; 2: 2). There is no doubt that Benjamin, the Likud of their homes, will pay a very heavy price for the helplessness in security, the release of terrorists, surrender on the Temple Mount, Qassams and missiles every day (even tonight !!!), giving and giving, and now child abductions! Therefore, we ask you to act as Prime Minister of Israel, (and this does not mean to appear in the media and inform the people about the abduction, and in fact to thank the failure of your governments who bow to the enemy every day), that is: - to immediately resolve the failure of internal security, narrow Aharonovich His failures every day on the Temple Mount, and spitting on the people of Israel who pay him, and expelling Jews from the Temple Mount every day, the opposite of what he is supposed to do, expel terrorists and rioters! And now children are also being kidnapped in broad daylight! The people of Israel are not willing to pay for such a submissive failure not for one more second! And we would not rule out criminal action against him at all, by virtue of his responsibility! Decide to be the leader of Benjamin, otherwise the Likud Homes will pay a heavy price, and already pay! - To imprison any Arab leader in Hebron and of course any suspect immediately for interrogations, without visits of course, and if possible without meat and wine. Until the children are released at least. - Constantly attack Gaza and eliminate all Hamas leaders every day! Highly effective spot elimination, but every day! - Free Area C first from the Arab occupation, and prevent Arabs from entering the Temple Mount until the children are released. - Immediately repeal all Oslo agreements that are revoked, which the Oslo criminals will be prosecuted for. And they are already starting to pay ... - A power outage, water and fuel for evil in Gaza, Ramallah and all the territories occupied by the Arab terrorists invading in 48. - Give free permits for construction in the US, and increase the pace! And if you do so, you will succeed! Because this is exactly the policy of the Creator of the world, and this time Benjamin, the people will not forgive you for further subservience. """,1
Good luck Robbie Rivlin you are among the selected candidates.,0
Our esteemed loved ones you add hope to the people you are our pride,0
"Shocking !!!!!!! The president gives a seal to assimilation marriages and thereby encourages such marriages ... Rivlin surprised us .. !!!! ?? President of the State of the Jews ??? Not a prize .. but Rivlin, it's shocking !!!!!!!!! On behalf of Jewish families in general and on behalf of bereaved families in particular ... I express my soul from the statements of the President of the State of the Jews (there is open terror that it is the enemies ... and there is quiet terror that it is by assimilation).",1
"It probably will not be ""the religion of Moses and Israel"" """"",1
The Honorable President is approaching the ninth year and we may declare it as a year of mutual guarantee,0
Do not deal with a subject that is not of interest to you. Do not get involved Reuben This is how the current president got involved.,1
Achla President Achla Betari May all the teams be successful and especially Betar Jerusalem,0
"Very disappointed with you ...: (People for all generations have been killed for the sanctification of God and so easily do you support democracy to choose and wish them health, joy and peace. You probably do not understand that their personal story, is not just a story, it is a tear in the generations of Israel And this has a particularly high price.",1
Blessed Shabbat Mr. President and Artist that the boys will return soon,0
Only the Blessed One can help and not any president or prime minister who puts the name in his life,1
"May they have good luck, and an artist that every instigator and racist will understand that what he does to others today will be done to him tomorrow !! Because pretty tired already !!",0
Successfully !!!!,0
The wife of a soldier who will find such a family worthy of the presidency,0
To the new president successfully to the position of President of the State,0
Happy holiday to the next President of the State of Israel :-) :-) :-),0
"Your letter is very moving, I wish you much success! First Lady of Israel and Honorable President of the New State of Israel",0
rip : - (,0
"Shabbat Shalom to you, Mr. President",0
"Congratulations and good luck Mr. President - finally, made a force. Love",0
"Mr. President, Tull Cora understands from your eyes that anti-racism will first be preached in your home, in the house of R.",1
"Good luck to you, leave the two at the President's house! ??",0
"Ruby, you are unique and special.",0
I wish you lots and lots of success and in the name of the Lord you are the next President of Israel,0
"salt of the earth ! Congratulations on your choice, dear man!",0
Shofu. You're the president,0
rip,0
"Very disappointed with you ...: (People for all generations have been killed for the sanctification of God and so easily do you support democracy to choose and wish them health, joy and peace. You probably do not understand that their personal story, is not just a story, it is a tear in the generations of Israel And this has a particularly high price.",1
Mr. President . And what about a trial or years against intermarriage?,1
"If this is discovered when the president is already in office, it will have far-reaching consequences for the face of the state in general and the president's house in particular.",0
What an experience and what an Israeli ??? ... At the first opportunity they send us to gas chambers and dig us a mass grave just like in the painful Holocaust.,1
"May the Lord keep you close to Him, our angel",0
"Exciting and terrifying. I did not understand why many presidential hitchhikers jumped on the bandwagon as if looking for a work arrangement, with the figure of this man on the wall waiting and rightly for the proper appointment, but God willing, justice has won. rummy",0
Summer camp at our expense We strive to keep a job so as not to get to the bureau and the ministers enjoy the summer vacation and most annoying that the Arabs also enjoy at our expense !!,1
damn it !!!! Let them already do something in our government,1
Straighten all of us after you,0
It is not clear what is closed in this country,1
"I am with you, a man is a man. A tolerant and diverse country is a better and more successful media. Citizens of the State of Israel, the President asks you for a simple and clear request - fill it out. In honor of the President of the State",0
What respect are you talking about? Respect for a man who sees a woman as an object or rather a slave to prepare his needs for him. And even then beating her 'like a man'. We all loved stories about the girls of our people who shamefully and sadly crossed the lines and discovered the bee trough where they expected to receive sympathetic and respectful treatment.,1
"The people demand the election of a new president. I call on everyone to protest against Rivlin in Rabin Square and remove him from this ugly presidency. If you do not want such a president, it is better for the money to go to widows and orphans than to such a corrupt supporter of Israel.",1
The President of the State of Israel will be ashamed,1
The death penalty is the next law,1
The President is right and I strengthen his hands - these are exactly the words of the noble and true Betar citrus - which unfortunately most of the public do not know today,0
Sons of Satan ... May his memory be blessed.,1
"Yours sincerely, President Robbie Rivlin",0
"This is what makes religions separate, arrogant, destructive and livelihoods the mechanisms and institutions of religion if there is a God he is probably amusing or sad maybe to look at people who appropriate the belief in him and exclusivity ascend to themselves who kill and hate in his name shame and disgrace",1
"Blessed be his memory, the child looks like an angel of pure soul, God will avenge his blood",0
Robbie Rivlin Tenth President Pre-election forecast https://www.youtube.com/watch?v=aMSsd653OZk R,2
sad,0
A good and humble man hopes to succeed,0
"Honorable President of the 10th State of Israel, The people of Israel love you, there is no doubt that you will succeed tomorrow, you are not worthy of this position.",0
Warm congratulations to the new President.,0
"A word in the rock Silence in Theri you had to ... just not respond No one must / forced you to respond Honorable President. As a born Jerusalemite, for 40 years I admire, appreciate and cherish you !! I was so glad you were elected president. In one post, for me anyway, you destroyed and destroyed everything! Too very very very unfortunate. From now on ....... (needless to continue)",1
I'm proud of you glad you were elected president of the people you are president of everyone,0
I so wanted you to serve as president very much deserves you wholeheartedly. You are amazing,0
Hear you are an interesting hypocrite if you were talking like that if your granddaughter were to marry Mahmoud,1
Good luck (-:,0
Happy for you ... the right man in the right place. A role sewn like a suit on you. Who will give and multiply people like you. Long live long live,0
Who is the right-wing president of Beitar Jerusalem? The left-wing president of the State of Israel cares,1
The easiest way to go to hell is to harder to stay sane.,1
"A letter to your party member can just as well change the name to Mr. President ... Bibi and allow me only today to call you Bibi and not the Honorable Prime Minister Benjamin Netanyahu today we are all equal in our mourning, everyone is crying over this nasty disaster. 99% of the voters who voted for the Likud did so in the hope that the Likud will maintain our and our children's security more than any other party. In light of all the publications about the many omissions on the night of the abduction and the lukewarm response so far, there is no escape from admitting that you simply failed !!! You failed to release murderers. You have failed in that those murderers continue on their way without interruption. You failed to protect our children and you even failed to be notified of the abduction. The announcement today about the officers who will be fired is a joke. This story should be properly investigated and not shut me up in SAG ... I very much hope that tonight you will not be able to fall asleep in bed dozens of times and that in the morning Benjamin Netanyahu wakes up. And about the people of Israel in particular ... a night not so good for you and all the people of Israel.",1
Horrible !!,0
A person soul above all honesty power and a lot of health and contentment,0
"After all, those who praise the president here are only the garbage leftists and those people who are used to assimilating. Your day will come, you will all reach the depths of hell, those who support this wedding will be treated like garbage ...",1
"To all the idiots who answer ""Shabbat Shalom, Honorable President"" ""Why did he not wish Shabbat Shalom from Jerusalem a week, two weeks, a month or a year ago. Material for thought.""",1
"So painful, so sad, there is a president in Israel !!!",0
Good luck hahahahahahahahahaha,0
The Honorable President-elect with Israel won a perfect president who symbolizes the Land of Israel ... the people of Israel..Torat Yisrael ... Shabbat Shalom,0
Shabbat Shalom Dear humble man ... Joy in your choice to be our President The state has certainly not been and will not be a better candidate than you ...,0
"Well done, Honorable President !!!!",0
Congratulations on your election as President of the State of Israel !!!,0
What a nobility !!!!!,0
Yes there will be a will,0
Dear Ruby Malka and Carrot Perberg congratulate you wholeheartedly and happily on your election to the 10th State Song. We are proud of you,0
Good luck and good health ... artist,0
Honorable President Do you support assimilation within the people ????? I would like to hear your opinion with your house or your granddaughter would convert to Islam to live with an Arab.,1
The heart is torn from refusing to believe how to digest such knowledge Daniel .. This amazing child now is an angel in heaven may his memory be blessed !!!! : (((,0
"Pretty funny all this joke Robbie Ravlin, just because you're now president then you signed to excite a lot of supporters. If you were not president you would not be a seal. Try to stay real and not create a hypocritical image.",1
Good luck will finally be one honest and not corrupt president .....,0
Thank you very much Mr. President for your remarks,0
Now it is your job as an elected official as well as the role of President Peres to unite the people and maintain unity. That the act of tagging price and revenge actions will not be overcome. May the memory of the boys be blessed.,0
May you bring with you a lot of good to the people of Israel and do things that will bring a smile and full of joy of life to the people of Israel.,0
Well done to the President! Shame on all the cursers and swindlers.,0
"Shame on you ... Alek, a Jewish president ...",1
It is an honor for us that you are our president! Success in the name of our country,0
Great success love you,0
Congratulations Mr. President Good luck,0
"Our dear president, one sweet and small child paid with his life, may his memory be blessed, but now that you are the president still alive, you can work for the rest of the children of Israel. We will be with you all the way. You are a man of stature and integrity. Praise be to the President.",0
You had to sign a petition against the bastards,0
Woe to us for such a president.,1
"Mr. President, do not fall into the trap of the ""three horses"" ""to please people who will be close to sale in Israel!""",1
"This is how it should have been done in Beitar, where this phenomenon is much greater",0
Love you,0
Where was the Pope who was here recently kissed by Holocaust survivors? Why is his voice not heard?,0
Asheram ... to pack suitcases and forward to the presidency.and God.with you.,0
The sincere and friendly involvement of the President in his obituary for Daniel touched my heart,0
"Mr. President of the State, you are the symbol of honor from before you were elected President, and this moment has added respect for the honor of God will protect you and the children of Israel. The Jewish people from me and the family",0
"Robbie, maybe you'll be the chairman of the Football Association after she's finished her term as president?",1
"What a beauty ! Congratulations, and good luck in representing the country",0
Health Honorable President. Go to the grandson of your family and all the people of Israel,0
Good luck to the most special man in the State of Israel,0
Amen,0
People only want one thing for money. This position is unnecessary for the State of Israel. Everyone is corrupt anyway !!!,0
Rose and success you deserve to be the President of the State of Israel,0
We all pray for their safety that they will return safe and sound to their homes soon,0
Amen .,0
"Mr. President, thank you for your remarks, but please do not be content with writing on Facebook.",0
Another president like that and we lost!,1
"Dear friends, as someone who knows and cherishes the President of the State, acquaintance with the political system, I can assure you that he does not encourage assimilation on the contrary! But if a Jewish girl chose to convert to Islam and go into captivity after her Muslim core choice, what can the president of the state or any of us, even those of us who disagree or are satisfied with it, already say about it? One thing is clear in a democracy a person can do whatever he pleases and provided he does not harm another and does not break the laws of the state and even if his actions are not to my liking and do not conform to their worldview their blood is not allowed and so the president",0
proud of you ! The tenth President of the State of Israel!,0
"Honorable President, did you mention words like ""incitement"", """" racism """", which in my opinion also have no place in Israeli society. But is this really the picture? Incitement? Racism? Or is it an attempt to preserve the identity of the people of Israel and the Holy Torah? Here is a difference between an Arab or a Swede. A Jew or a Jew is not allowed to marry a Gentile. It can be called racism. But whoever says this, certainly has not learned even a little about the people of Israel and its uniqueness and its statement is from narrow vision and ignorance. To the State of Israel and probably also to the people of Israel. If indeed the people of Israel would go in the spirit of the things you said, and marry Gentiles, out of """" living together """", do you think you would be entitled to be president? Was there a Jewish state? The people of Israel """"? Or perhaps the people of Ishmael ... indeed, a moment of depression for the institution of the presidency, the State of Israel and the people of Israel. """,1
". Nuff said . Shabbat Shalom to you, Mr. President!",0
The only downside of your election to the presidency is that you will not be the prime minister (at least not until the end of the term;)),0
"Shut up, leftists are fucking that God will take you all and die already Israel is the state of the Jews God gave it to us because we are supposed to be different from the rest of the world in the world they are Arabs they stink Gentiles you will absorb it already and if not good you will fly to another country !!",0
Good luck in your job and may you always smile straight force and all the best in the world,0
"Health and the fulfillment of wishes, President of our country",0
"Dear Ruby President of the State, I very much love and appreciate you, but remember that all the Arabs of Israel on the Day of Judgment will join all our enemies around to help them in their war that will save us.",1
"You're not a president by any chance ???? Yes it's that his job is to waste our public money on your flights, house, cars and borax that you grind all day ?????? So dabble in being president and do not come to light fires in fields not yours, you are pathetic just like the party you represent headed by the little rabbit because of which an entire country has been suffering for 7 years .......",1
"Katsav also spoke nonsense before the displacement from Gush Katif, and God made sure to bring out his disgrace in public.",1
"Good luck Mr. President and all zealots and slanderers will be silenced. Shame on us as a people that you are not ashamed to behave like even Shimon Peres who was the most controversial idiot for many years we all honored him in his election to the presidency and he did not disappoint a little tact and a drop of respect for a man who always respected others. Long live the President of the Jewish State, long live so long",0
Shabbat Shalom to you Mr. President and better days,0
"Just health and great success,",0
"It seems how long will this love last at the end she will return to her real home because what to do some try to push things away and think that in the end it will work out there, things that can not exist together religion is different administratively different and it is not things that can be bridged small example to marry her Converted to Islam",1
Short on interest and touching everyone's heart.,0
"Good luck, Honorable President !!! I was happy for your choice",0
Died on him!,0
Well done to you Honorable President. Align force. The length of days and years of life will add to you thanks to this mitzvah.,0
good luck !,0
It all hurts that life was cut off prematurely,0
"The president reinforces the leftist voice, which assimilation does not worry.",1
This is a Democrat !!! Even if he disagrees with them he does not rule it out. Respect to us all!,0
Neither enlightened nor shoes .. I have the right to think I'm right Your right to think that I'm so that no one will come and preach morality to me and believe me that with Morale my sister was there so she would not marry him so probably her parents are okay with it You are also welcome to come to Delilah Beach in Ashkelon and see how many Jewish women sit with Arabs and Bedouin,1
Proud of you good luck!,0
Mr. President Shabbat Shalom please may they try to convince you but do not give pardon or relief to murderous Arab terrorists,0
"My beloved smiling and melting president in front of his grandson! Great pride and great happiness envelop me, from that moment a heartbreaking moment in which I saw you sworn in as the tenth President of our unique country",0
Be ashamed,1
It was the laxity and hesitation that led to his death! Israel warns the people of Gaza and sacrifices its people to the murder of the enemy!,0
"Dear New President, You are yet to draw on this sentence. What do you prefer Zibotinsky or the Torah ....",1
Well done Dear Honorable President,0
"It was obvious that the President of the State of Israel, Reuven Ravlin, would live with great success",0
"For some reason, it seems that the honorable president opened his term by bowing to the people of the land. Shimon and Levi killed the people of Nablus because he defiled their sister Dina. This is what happens that are far from the Torah. The Torah explicitly says if we do not expel them from the land they will be a mine for us!",1
Not pretty,1
Dear President. What about your Jewish spine? Have you seen all the movies about Israeli girls suffering and being raped after the wedding? Is this the coexistence you meant when you were sworn in as president? Will your granddaughter also allow you to marry an Arab ??,1
"Sammy, you're so right! Why did Bibi become silent in the face of the horrors of violent racism? Is he afraid that the rage of ""this is the people"" will ""turn against him? That it will become clear that he has no power to control the raging madness?""",1
Constantly participating in grief it does not help where the border is where the punishment and it should be disproportionate it is a Bordeaux line and they always cross another line when we do something they will bomb,1
"Maybe now you will understand that it is not great wisdom to be Shimon Peres. We all want peace but not at any cost. To meet with Abu Mazen and interfere in government policy is nonsense and a mistake. The more you are supported as soon as you become Shimon Peres, the public support for you will disappear. Do not want such a president.",1
Mazel Tov ! Continue the successful and dignified path of Shimon Peres. Long live,0
"With all due respect to coexistence. You should know that this report of existence is one-sided ... Do not marry Arabs because they know what respect is ... and with all due respect, who is racist here? They're at war and they're winning ... because we have dumb leaders.",1
It reminds me of the sketch in which Robbie Rivlin participated,0
"Jabotinsky is not the representative of God nor of all the partners in this country, what a person does in his home is his own business and no one has the right to raise a public protest about his actions !!!!!",1
"Honorable President, it is better that this silence does not give great honor to supporting the marriage of a Jew and a Muslim, certainly not on days like this!",1
"Warm-minded, the enemy inside. The real enemy that ""thanks to him"" we scattered in the days of the Temple everywhere, the real enemy that could put us all in the grave. """,0
A Shabbat of peace and quiet and not abandoning the south to the beloved President of the State of Israel,0
Lovely boy! Love you,0
Maccabees,0
"Why can a president of the State of Israel, which is the state of the Jews, not be able to express his opinion that he is against mixed marriages and everything must be politically correct?",1
"""Ohila to God."" ""There is a wonderful melody by Ibrahimi Roth .. Highly recommended in honor of our warm President. Many congratulations on your wishes. I wish you were privileged to be part of the nation's greats in its resurrection.",0
